Date,Close,Volume,RSI
2024-09-13 17:50:00-04:00,428.94,541,
2024-09-13 17:51:00-04:00,429.14,159,
2024-09-13 17:52:00-04:00,429.145,1123,
2024-09-13 17:53:00-04:00,429.165,1554,
2024-09-13 17:54:00-04:00,429.12,1347,
2024-09-13 17:55:00-04:00,429.135,3484,
2024-09-13 17:56:00-04:00,429.16,621,
2024-09-13 17:57:00-04:00,429.12,2488,
2024-09-13 17:58:00-04:00,429.105,832,
2024-09-13 17:59:00-04:00,429.025,708,
2024-09-13 18:00:00-04:00,429.11,890,
2024-09-13 18:01:00-04:00,429.365,6296,
2024-09-13 18:02:00-04:00,429.25,1202,
2024-09-13 18:03:00-04:00,429.155,1024,60.80402010049936
2024-09-13 18:04:00-04:00,429.175,589,61.57635467980119
2024-09-13 18:05:00-04:00,429.2,780,53.57142857142785
2024-09-13 18:06:00-04:00,429.045,697,44.949494949497584
2024-09-13 18:07:00-04:00,429.185,320,50.90090090089998
2024-09-13 18:08:00-04:00,429.155,278,51.59817351598008
2024-09-13 18:09:00-04:00,428.9,1012,41.19850187265965
2024-09-13 18:10:00-04:00,428.87,1353,39.179104477611894
2024-09-13 18:11:00-04:00,429.0,1714,45.804195804195835
2024-09-13 18:12:00-04:00,429.16,314,51.746031746031846
2024-09-13 18:13:00-04:00,428.83,551,44.65753424657583
2024-09-13 18:14:00-04:00,428.715,587,39.35309973045761
2024-09-13 18:15:00-04:00,428.445,493,25.401069518716966
2024-09-13 18:16:00-04:00,428.255,775,24.42159383033473
2024-09-13 18:17:00-04:00,428.3,521,27.440633245384063
2024-09-13 18:18:00-04:00,428.47,1563,32.762836185819594
2024-09-13 18:19:00-04:00,428.43,414,31.310679611651466
2024-09-13 18:20:00-04:00,428.655,725,40.84507042253443
2024-09-13 18:21:00-04:00,428.41,528,32.66219239373663
2024-09-13 18:22:00-04:00,428.185,745,30.041152263375153
2024-09-13 18:23:00-04:00,428.45,735,40.778688524590386
2024-09-13 18:24:00-04:00,428.51,263,42.712550607287255
2024-09-13 18:25:00-04:00,428.605,313,41.88911704312172
2024-09-13 18:26:00-04:00,428.7,238,40.295358649788284
2024-09-13 18:27:00-04:00,428.48,165,42.25663716814213
2024-09-13 18:28:00-04:00,428.475,347,44.41860465116369
2024-09-13 18:29:00-04:00,428.55,286,52.68542199488547
2024-09-13 18:30:00-04:00,428.84,357,64.233576642336
2024-09-13 18:31:00-04:00,428.76,747,61.00478468899546
2024-09-13 18:32:00-04:00,428.77,986,57.77202072538809
2024-09-13 18:33:00-04:00,428.62,1218,54.65686274509845
2024-09-13 18:34:00-04:00,428.85,1370,54.767726161370774
2024-09-13 18:35:00-04:00,428.685,755,56.99745547073763
2024-09-13 18:36:00-04:00,428.79,558,66.39566395664083
2024-09-13 18:37:00-04:00,428.865,411,62.537764350454424
2024-09-13 18:38:00-04:00,428.975,193,63.636363636365154
2024-09-13 18:39:00-04:00,429.06,322,63.42182890855506
2024-09-13 18:40:00-04:00,429.12,259,62.65060240963971
2024-09-13 18:41:00-04:00,429.02,462,67.53246753246677
2024-09-13 18:42:00-04:00,429.095,396,69.25465838509314
2024-09-13 18:43:00-04:00,429.01,680,64.19753086419635
2024-09-13 18:44:00-04:00,429.02,222,56.71641791044757
2024-09-13 18:45:00-04:00,428.945,306,56.92883895131047
2024-09-13 18:46:00-04:00,428.89,518,54.34782608695634
2024-09-13 18:47:00-04:00,428.865,244,59.76095617529813
2024-09-13 18:48:00-04:00,429.05,533,58.264462809916246
2024-09-13 18:49:00-04:00,428.91,721,59.49367088607643
2024-09-13 18:50:00-04:00,429.07,139,61.29032258064398
2024-09-13 18:51:00-04:00,429.43,423,68.52459016393394
2024-09-13 18:52:00-04:00,429.485,268,67.34693877550957
2024-09-13 18:53:00-04:00,429.405,25,61.774744027302035
2024-09-13 18:54:00-04:00,429.58,113,64.5569620253149
2024-09-13 18:55:00-04:00,429.62,293,69.73684210526267
2024-09-13 18:56:00-04:00,429.62,703,68.16608996539651
2024-09-13 18:57:00-04:00,429.82,649,75.9615384615385
2024-09-13 18:58:00-04:00,429.97,523,77.94117647058883
2024-09-13 18:59:00-04:00,430.255,1787,84.29319371727709
2024-09-13 19:00:00-04:00,430.25,306,86.55913978494634
2024-09-13 19:01:00-04:00,430.465,68,89.0243902439014
2024-09-13 19:02:00-04:00,430.475,491,87.99999999999915
2024-09-13 19:03:00-04:00,430.43,740,92.69662921348056
2024-09-13 19:04:00-04:00,430.38,1068,89.22155688622456
2024-09-13 19:05:00-04:00,430.62,1258,88.38709677419038
2024-09-13 19:06:00-04:00,430.615,9229,87.66666666666366
2024-09-13 19:07:00-04:00,430.685,720,92.95302013422727
2024-09-13 19:08:00-04:00,430.64,745,88.97058823529218
2024-09-13 19:09:00-04:00,430.49,514,79.59183673469349
2024-09-13 19:10:00-04:00,430.68,155,81.92771084337308
2024-09-13 19:11:00-04:00,430.695,339,79.66101694915208
2024-09-13 19:12:00-04:00,430.63,520,73.74100719424369
2024-09-13 19:13:00-04:00,430.64,266,67.26457399103084
2024-09-13 19:14:00-04:00,430.685,223,68.83116883116844
2024-09-13 19:15:00-04:00,431.035,356,72.09302325581457
2024-09-13 19:16:00-04:00,430.935,3655,66.6666666666653
2024-09-13 19:17:00-04:00,431.065,1523,71.67235494880468
2024-09-13 19:18:00-04:00,431.07,230,74.29577464788697
2024-09-13 19:19:00-04:00,431.04,490,67.3553719008274
2024-09-13 19:20:00-04:00,431.305,1040,73.46938775510243
2024-09-13 19:21:00-04:00,431.345,892,72.91666666666757
2024-09-13 19:22:00-04:00,431.46,115,77.15231788079566
2024-09-13 19:23:00-04:00,431.34,814,78.71621621621581
2024-09-13 19:24:00-04:00,431.22,731,69.1489361702147
2024-09-13 19:25:00-04:00,431.305,388,70.6081081081099
2024-09-13 19:26:00-04:00,431.23,557,70.13422818792164
2024-09-13 19:27:00-04:00,431.08,1063,63.49693251533786
2024-09-13 19:28:00-04:00,431.34,656,67.75067750677516
2024-09-13 19:29:00-04:00,431.265,252,57.324840764330546
2024-09-13 19:30:00-04:00,431.29,606,61.872909698998136
2024-09-13 19:31:00-04:00,431.245,225,56.382978723404904
2024-09-13 19:32:00-04:00,431.18,14,53.74149659864015
2024-09-13 19:33:00-04:00,431.0,744,48.76543209876476
2024-09-13 19:34:00-04:00,430.935,828,36.971830985914956
2024-09-13 19:35:00-04:00,430.78,605,31.59609120520956
2024-09-13 19:36:00-04:00,430.85,2022,29.53020134228423
2024-09-13 19:37:00-04:00,430.83,1200,31.654676258994456
2024-09-13 19:38:00-04:00,431.045,1030,44.10774410774446
2024-09-13 19:39:00-04:00,431.135,505,44.295302013422976
2024-09-13 19:40:00-04:00,431.055,31,44.14715719063576
2024-09-13 19:41:00-04:00,430.77,14,40.49079754601317
2024-09-13 19:42:00-04:00,430.57,687,25.47770700637257
2024-09-13 19:43:00-04:00,430.865,767,38.82681564245993
2024-09-13 19:44:00-04:00,430.95,347,40.81081081081063
2024-09-13 19:45:00-04:00,430.88,264,40.266666666667014
2024-09-13 19:46:00-04:00,430.985,222,44.90861618799009
2024-09-13 19:47:00-04:00,430.96,481,48.86363636363588
2024-09-13 19:48:00-04:00,431.09,326,54.24657534246463
2024-09-13 19:49:00-04:00,431.125,854,60.1173020527858
2024-09-13 19:50:00-04:00,431.285,1032,62.11699164345323
2024-09-13 19:51:00-04:00,431.46,672,66.15384615384566
2024-09-13 19:52:00-04:00,431.685,656,66.32653061224424
2024-09-13 19:53:00-04:00,431.645,2530,63.35078534031332
2024-09-13 19:54:00-04:00,431.34,1187,56.674473067914626
2024-09-13 19:55:00-04:00,431.34,544,65.40540540540457
2024-09-13 19:56:00-04:00,431.48,449,75.41899441340661
2024-09-13 19:57:00-04:00,431.335,706,64.32926829268067
2024-09-13 19:58:00-04:00,431.215,523,57.91044776119276
2024-09-13 19:59:00-04:00,431.21,300,60.24844720496728
2024-09-13 20:00:00-04:00,430.215,790,34.60000000000028
2024-09-13 20:01:00-04:00,430.91,680,49.21135646687774
2024-09-13 20:02:00-04:00,431.0,284,48.5623003194893
2024-09-13 20:03:00-04:00,431.23,909,51.578947368421254
2024-09-13 20:04:00-04:00,431.17,850,48.21705426356583
2024-09-13 20:05:00-04:00,431.125,781,44.58804523424946
2024-09-13 20:06:00-04:00,431.07,863,39.487179487179986
2024-09-13 20:07:00-04:00,431.315,692,44.72843450479287
2024-09-13 20:08:00-04:00,431.4,589,51.030927835051536
2024-09-13 20:09:00-04:00,431.365,288,50.424448217318044
2024-09-13 20:10:00-04:00,431.295,396,46.7826086956522
2024-09-13 20:11:00-04:00,431.16,234,46.945898778360316
2024-09-13 20:12:00-04:00,431.175,823,49.27536231884123
2024-09-13 20:13:00-04:00,431.125,383,48.484848484848854
2024-09-13 20:14:00-04:00,430.93,406,67.83042394015047
2024-09-13 20:15:00-04:00,430.92,336,50.37878787878755
2024-09-13 20:16:00-04:00,430.825,256,43.39622641509386
2024-09-13 20:17:00-04:00,430.81,545,31.08108108107963
2024-09-13 20:18:00-04:00,430.89,1342,37.61061946902457
2024-09-13 20:19:00-04:00,430.86,330,38.116591928250614
2024-09-13 20:20:00-04:00,430.915,383,43.04932735426067
2024-09-13 20:21:00-04:00,430.945,856,29.444444444441075
2024-09-13 20:22:00-04:00,430.75,875,17.82178217821503
2024-09-13 20:23:00-04:00,430.76,565,19.289340101518803
2024-09-13 20:24:00-04:00,430.46,1323,15.637860082300719
2024-09-13 20:25:00-04:00,430.27,1301,14.960629921256071
2024-09-13 20:26:00-04:00,430.49,1260,26.779661016948538
2024-09-13 20:27:00-04:00,430.43,725,26.599326599326147
2024-09-13 20:28:00-04:00,430.5,283,34.19117647058748
2024-09-13 20:29:00-04:00,430.465,354,33.57400722021502
2024-09-13 20:30:00-04:00,430.475,132,36.53846153846297
2024-09-13 20:31:00-04:00,430.27,418,31.87919463087259
2024-09-13 20:32:00-04:00,430.38,167,33.223684210527665
2024-09-13 20:33:00-04:00,430.3,350,32.165605095542546
2024-09-13 20:34:00-04:00,430.205,921,27.950310559006823
2024-09-13 20:35:00-04:00,430.23,168,27.725856697822707
2024-09-13 20:36:00-04:00,430.25,190,32.51748251748468
2024-09-13 20:37:00-04:00,430.115,133,29.260450160774653
2024-09-13 20:38:00-04:00,430.275,353,43.46289752650231
2024-09-13 20:39:00-04:00,430.15,1928,45.55555555555584
2024-09-13 20:40:00-04:00,429.92,1249,29.044117647060162
2024-09-13 20:41:00-04:00,430.205,1221,42.902208201892186
2024-09-13 20:42:00-04:00,430.375,622,46.290801186943746
2024-09-13 20:43:00-04:00,429.92,482,37.05463182897971
2024-09-13 20:44:00-04:00,430.045,171,40.31531531531503
2024-09-13 20:45:00-04:00,430.14,366,46.91943127962081
2024-09-13 20:46:00-04:00,430.11,255,43.34975369458127
2024-09-13 20:47:00-04:00,430.03,245,43.34975369458006
2024-09-13 20:48:00-04:00,429.93,668,43.24324324324332
2024-09-13 20:49:00-04:00,429.95,331,43.103448275860664
2024-09-13 20:50:00-04:00,429.72,223,38.16964285714231
2024-09-13 20:51:00-04:00,429.865,259,44.444444444443874
2024-09-13 20:52:00-04:00,429.945,497,42.396313364054926
2024-09-13 20:53:00-04:00,429.995,154,46.30071599045376
2024-09-13 20:54:00-04:00,429.945,294,50.65274151435976
2024-09-13 20:55:00-04:00,430.04,557,45.21739130434863
2024-09-13 20:56:00-04:00,430.065,1308,40.18987341772064
2024-09-13 20:57:00-04:00,430.105,716,57.93991416309086
2024-09-13 20:58:00-04:00,430.12,89,53.55450236966807
2024-09-13 20:59:00-04:00,430.28,560,56.25
2024-09-13 21:00:00-04:00,430.065,557,48.27586206896476
2024-09-13 21:01:00-04:00,430.005,105,49.027237354086374
2024-09-13 21:02:00-04:00,430.23,577,60.6382978723415
2024-09-13 21:03:00-04:00,430.17,242,57.58620689655302
2024-09-13 21:04:00-04:00,430.17,354,68.44262295081965
2024-09-13 21:05:00-04:00,430.34,624,69.07630522088297
2024-09-13 21:06:00-04:00,430.34,214,66.95278969957056
2024-09-13 21:07:00-04:00,430.415,467,67.6470588235301
2024-09-13 21:08:00-04:00,430.33,143,65.71428571428504
2024-09-13 21:09:00-04:00,430.305,445,61.47186147186115
2024-09-13 21:10:00-04:00,430.215,539,56.147540983605495
2024-09-13 21:11:00-04:00,430.25,383,55.9670781892995
2024-09-13 21:12:00-04:00,430.335,252,58.365758754862675
2024-09-13 21:13:00-04:00,430.44,418,56.50406504065103
2024-09-13 21:14:00-04:00,430.455,607,68.93203883494921
2024-09-13 21:15:00-04:00,430.575,1281,76.14678899082325
2024-09-13 21:16:00-04:00,430.6,429,70.78651685393051
2024-09-13 21:17:00-04:00,430.605,563,76.047904191614
2024-09-13 21:18:00-04:00,430.815,1041,80.86124401913574
2024-09-13 21:19:00-04:00,430.72,809,69.58762886598038
2024-09-13 21:20:00-04:00,430.77,1016,71.07843137254855
2024-09-13 21:21:00-04:00,430.575,776,57.017543859647816
2024-09-13 21:22:00-04:00,430.76,1304,67.3387096774203
2024-09-13 21:23:00-04:00,430.765,248,68.85245901639306
2024-09-13 21:24:00-04:00,430.8,430,75.10729613734141
2024-09-13 21:25:00-04:00,430.86,849,75.63025210084218
2024-09-13 21:26:00-04:00,430.85,366,73.09417040359037
2024-09-13 21:27:00-04:00,430.555,989,54.40613026819975
2024-09-13 21:28:00-04:00,430.76,603,60.20066889632165
2024-09-13 21:29:00-04:00,430.695,825,54.166666666667
2024-09-13 21:30:00-04:00,430.715,1812,54.00696864111363
2024-09-13 21:31:00-04:00,430.67,2141,52.20338983050862
2024-09-13 21:32:00-04:00,430.555,331,40.579710144927056
2024-09-13 21:33:00-04:00,430.63,1328,46.691176470586825
2024-09-13 21:34:00-04:00,430.745,512,49.12280701754463
2024-09-13 21:35:00-04:00,430.74,996,56.6801619433209
2024-09-13 21:36:00-04:00,430.75,639,49.52830188679285
2024-09-13 21:37:00-04:00,430.825,409,52.65486725663742
2024-09-13 21:38:00-04:00,430.525,748,40.14336917562549
2024-09-13 21:39:00-04:00,430.55,1385,38.602941176470146
2024-09-13 21:40:00-04:00,430.76,2310,47.1153846153835
2024-09-13 21:41:00-04:00,430.76,3005,58.10276679841879
2024-09-13 21:42:00-04:00,430.84,1764,53.50877192982408
2024-09-13 21:43:00-04:00,430.96,3196,61.08786610878663
2024-09-13 21:44:00-04:00,431.135,5267,65.55555555555654
2024-09-13 21:45:00-04:00,431.115,1351,66.79245283018858
2024-09-13 21:46:00-04:00,431.16,3078,74.10358565737133
2024-09-13 21:47:00-04:00,430.97,3683,62.40875912408872
2024-09-13 21:48:00-04:00,430.95,3212,58.03921568627368
2024-09-13 21:49:00-04:00,430.735,1350,49.83164983164998
2024-09-13 21:50:00-04:00,430.975,3851,56.559766763848934
2024-09-13 21:51:00-04:00,431.115,1866,58.14606741573078
2024-09-13 21:52:00-04:00,431.135,3322,70.3333333333338
2024-09-13 21:53:00-04:00,430.85,4001,58.52272727272791
2024-09-13 21:54:00-04:00,430.79,2759,50.93167701863449
2024-09-13 21:55:00-04:00,430.88,3604,53.52941176470616
2024-09-13 21:56:00-04:00,431.13,5760,57.75401069518793
2024-09-13 21:57:00-04:00,431.03,4471,51.89189189189174
2024-09-13 21:58:00-04:00,431.055,3594,47.64705882352986
2024-09-13 21:59:00-04:00,431.06,6,48.367952522254996
2024-09-16 15:30:00-04:00,429.995,6070,28.46580406654293
2024-09-16 15:31:00-04:00,430.03,2501,31.568627450978994
2024-09-16 15:32:00-04:00,429.51,2913,26.39344262295006
2024-09-16 15:33:00-04:00,428.655,908,21.815718157180555
2024-09-16 15:34:00-04:00,429.605,1499,34.431818181818045
2024-09-16 15:35:00-04:00,429.7,1857,33.75430539609606
2024-09-16 15:36:00-04:00,430.13,494,39.454354669464855
2024-09-16 15:37:00-04:00,430.49,653,46.28099173553708
2024-09-16 15:38:00-04:00,431.05,559,52.43445692883885
2024-09-16 15:39:00-04:00,431.375,1690,54.43946188340807
2024-09-16 15:40:00-04:00,432.075,6519,57.84232365145218
2024-09-16 15:41:00-04:00,432.11,780,59.06040268456404
2024-09-16 15:42:00-04:00,431.75,1360,55.520254169976106
2024-09-16 15:43:00-04:00,432.15,1510,58.14648729446917
2024-09-16 15:44:00-04:00,432.825,886,72.4603174603173
2024-09-16 15:45:00-04:00,433.17,1921,73.75189107413019
