strategies,parameters,total_return,sharpe_ratio,max_drawdown,num_trades,win_rate,t_statistic,p_value
MACD + SMA,"{'MACD': {'fast_period': 15, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 8, 'slow_period': 25}}",-0.18469999999977518,-0.1444893769050044,2.601635347866813,167,51.204819277108435,-0.2926874414281419,0.769761361212312
MACD + SMA,"{'MACD': {'fast_period': 15, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 8, 'slow_period': 20}}",0.1122500000000764,0.08951880617710228,2.170178239171915,168,55.08982035928144,-0.29076668756929175,0.7712300536640138
MACD + SMA,"{'MACD': {'fast_period': 15, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 5, 'slow_period': 25}}",-1.598150000000023,-0.9170622159810531,2.2428298336181043,314,39.29712460063898,-0.23562067161683817,0.8137272627593745
MACD + BB,"{'MACD': {'fast_period': 15, 'slow_period': 26, 'signal_period': 9}, 'BB': {'period': 20, 'std_dev': 2.0}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
MACD + BB,"{'MACD': {'fast_period': 12, 'slow_period': 26, 'signal_period': 9}, 'BB': {'period': 20, 'std_dev': 2.0}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
MACD + BB,"{'MACD': {'fast_period': 12, 'slow_period': 30, 'signal_period': 9}, 'BB': {'period': 20, 'std_dev': 2.0}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
MACD + BB,"{'MACD': {'fast_period': 15, 'slow_period': 30, 'signal_period': 9}, 'BB': {'period': 20, 'std_dev': 2.0}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
SMA + BB,"{'SMA': {'fast_period': 5, 'slow_period': 20}, 'BB': {'period': 20, 'std_dev': 2.0}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
SMA + BB,"{'SMA': {'fast_period': 8, 'slow_period': 20}, 'BB': {'period': 20, 'std_dev': 2.0}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
SMA + BB,"{'SMA': {'fast_period': 5, 'slow_period': 25}, 'BB': {'period': 20, 'std_dev': 2.0}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
SMA + BB,"{'SMA': {'fast_period': 8, 'slow_period': 25}, 'BB': {'period': 20, 'std_dev': 2.0}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 65}, 'MACD': {'fast_period': 12, 'slow_period': 26, 'signal_period': 9}, 'SMA': {'fast_period': 8, 'slow_period': 20}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 65}, 'MACD': {'fast_period': 12, 'slow_period': 26, 'signal_period': 9}, 'SMA': {'fast_period': 5, 'slow_period': 20}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 65}, 'MACD': {'fast_period': 12, 'slow_period': 26, 'signal_period': 9}, 'SMA': {'fast_period': 5, 'slow_period': 25}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 65}, 'MACD': {'fast_period': 12, 'slow_period': 26, 'signal_period': 9}, 'SMA': {'fast_period': 8, 'slow_period': 25}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 65}, 'MACD': {'fast_period': 12, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 5, 'slow_period': 25}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 65}, 'MACD': {'fast_period': 12, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 5, 'slow_period': 20}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 65}, 'MACD': {'fast_period': 12, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 8, 'slow_period': 20}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 65}, 'MACD': {'fast_period': 12, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 8, 'slow_period': 25}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 65}, 'MACD': {'fast_period': 15, 'slow_period': 26, 'signal_period': 9}, 'SMA': {'fast_period': 5, 'slow_period': 20}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 65}, 'MACD': {'fast_period': 15, 'slow_period': 26, 'signal_period': 9}, 'SMA': {'fast_period': 5, 'slow_period': 25}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 65}, 'MACD': {'fast_period': 15, 'slow_period': 26, 'signal_period': 9}, 'SMA': {'fast_period': 8, 'slow_period': 20}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 65}, 'MACD': {'fast_period': 15, 'slow_period': 26, 'signal_period': 9}, 'SMA': {'fast_period': 8, 'slow_period': 25}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 65}, 'MACD': {'fast_period': 15, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 5, 'slow_period': 20}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 65}, 'MACD': {'fast_period': 15, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 5, 'slow_period': 25}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 65}, 'MACD': {'fast_period': 15, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 8, 'slow_period': 20}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 65}, 'MACD': {'fast_period': 15, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 8, 'slow_period': 25}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 70}, 'MACD': {'fast_period': 12, 'slow_period': 26, 'signal_period': 9}, 'SMA': {'fast_period': 5, 'slow_period': 25}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 70}, 'MACD': {'fast_period': 12, 'slow_period': 26, 'signal_period': 9}, 'SMA': {'fast_period': 5, 'slow_period': 20}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 70}, 'MACD': {'fast_period': 12, 'slow_period': 26, 'signal_period': 9}, 'SMA': {'fast_period': 8, 'slow_period': 20}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 70}, 'MACD': {'fast_period': 12, 'slow_period': 26, 'signal_period': 9}, 'SMA': {'fast_period': 8, 'slow_period': 25}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 70}, 'MACD': {'fast_period': 12, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 5, 'slow_period': 20}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 70}, 'MACD': {'fast_period': 12, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 5, 'slow_period': 25}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 70}, 'MACD': {'fast_period': 12, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 8, 'slow_period': 20}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 70}, 'MACD': {'fast_period': 12, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 8, 'slow_period': 25}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 70}, 'MACD': {'fast_period': 15, 'slow_period': 26, 'signal_period': 9}, 'SMA': {'fast_period': 5, 'slow_period': 20}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 70}, 'MACD': {'fast_period': 15, 'slow_period': 26, 'signal_period': 9}, 'SMA': {'fast_period': 5, 'slow_period': 25}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 70}, 'MACD': {'fast_period': 15, 'slow_period': 26, 'signal_period': 9}, 'SMA': {'fast_period': 8, 'slow_period': 20}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 70}, 'MACD': {'fast_period': 15, 'slow_period': 26, 'signal_period': 9}, 'SMA': {'fast_period': 8, 'slow_period': 25}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 70}, 'MACD': {'fast_period': 15, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 5, 'slow_period': 20}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 70}, 'MACD': {'fast_period': 15, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 5, 'slow_period': 25}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 70}, 'MACD': {'fast_period': 15, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 8, 'slow_period': 20}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 30, 'overbought': 70}, 'MACD': {'fast_period': 15, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 8, 'slow_period': 25}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 35, 'overbought': 65}, 'MACD': {'fast_period': 12, 'slow_period': 26, 'signal_period': 9}, 'SMA': {'fast_period': 5, 'slow_period': 25}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 35, 'overbought': 65}, 'MACD': {'fast_period': 12, 'slow_period': 26, 'signal_period': 9}, 'SMA': {'fast_period': 5, 'slow_period': 20}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 35, 'overbought': 65}, 'MACD': {'fast_period': 12, 'slow_period': 26, 'signal_period': 9}, 'SMA': {'fast_period': 8, 'slow_period': 20}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 35, 'overbought': 65}, 'MACD': {'fast_period': 12, 'slow_period': 26, 'signal_period': 9}, 'SMA': {'fast_period': 8, 'slow_period': 25}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 35, 'overbought': 65}, 'MACD': {'fast_period': 12, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 5, 'slow_period': 20}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 35, 'overbought': 65}, 'MACD': {'fast_period': 12, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 5, 'slow_period': 25}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 35, 'overbought': 65}, 'MACD': {'fast_period': 12, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 8, 'slow_period': 20}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 35, 'overbought': 65}, 'MACD': {'fast_period': 12, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 8, 'slow_period': 25}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 35, 'overbought': 65}, 'MACD': {'fast_period': 15, 'slow_period': 26, 'signal_period': 9}, 'SMA': {'fast_period': 5, 'slow_period': 25}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 35, 'overbought': 65}, 'MACD': {'fast_period': 15, 'slow_period': 26, 'signal_period': 9}, 'SMA': {'fast_period': 5, 'slow_period': 20}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 35, 'overbought': 65}, 'MACD': {'fast_period': 15, 'slow_period': 26, 'signal_period': 9}, 'SMA': {'fast_period': 8, 'slow_period': 20}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 35, 'overbought': 65}, 'MACD': {'fast_period': 15, 'slow_period': 26, 'signal_period': 9}, 'SMA': {'fast_period': 8, 'slow_period': 25}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 35, 'overbought': 65}, 'MACD': {'fast_period': 15, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 5, 'slow_period': 20}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 35, 'overbought': 65}, 'MACD': {'fast_period': 15, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 5, 'slow_period': 25}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 35, 'overbought': 65}, 'MACD': {'fast_period': 15, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 8, 'slow_period': 20}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
RSI + MACD + SMA,"{'RSI': {'oversold': 35, 'overbought': 65}, 'MACD': {'fast_period': 15, 'slow_period': 30, 'signal_period': 9}, 'SMA': {'fast_period': 8, 'slow_period': 25}}",0.0,0.0,0.0,0,0.0,-0.4222896001262898,0.6728140835287216
